return_period,192701_196306_mean_pct,192701_196306_t,196307_197412_mean_pct,196307_197412_t,197501_198412_mean_pct,197501_198412_t,198501_199412_mean_pct,198501_199412_t,199501_200412_mean_pct,199501_200412_t,200501_201412_mean_pct,200501_201412_t
196307_197412,1.4556790317542105,4.227360856528037,NaN,NaN,1.4547297927907823,3.3737422335584615,1.7696049264008342,3.1668017354026663,1.7487855686558518,3.2265077953259547,1.432743129261686,2.7184054566851565
197501_198412,1.165606172251896,3.5203689016828537,1.4807714383973,3.889542960950097,NaN,NaN,1.7628511233462336,4.4975884391883,1.6046655828887468,4.307786872533573,0.8889066964922476,2.0883890035184867
198501_199412,0.9172702161462549,3.507946701570645,1.1091104295399117,3.330683816709222,1.170433834411569,4.016123539976852,NaN,NaN,1.5243409233758565,5.282490894544847,1.5026870114405564,4.184550078626541
199501_200412,1.4799618269817532,2.5492185956397315,1.9317545884873932,3.4158519113105865,1.729113370405606,2.2647188513572574,1.0937300335675944,1.4639565834079664,NaN,NaN,0.7492305581499982,1.1311655429035288
200501_201412,0.0855515565139501,0.28535416261157925,-0.28513685932600885,-0.5341549568302312,-0.3114293685761252,-0.5993609292136411,0.000045256899394163774,0.00006559213058734768,-0.03598467056113913,-0.05781300113552004,NaN,NaN
201501_202212,1.639368026894666,2.697948489493024,1.071031133653273,1.6903174913475858,0.9486923538187269,1.322958828274892,1.1219569816605748,1.6141548213711596,1.494818329128391,1.984985597029843,1.2300858144570943,1.5190813504041638
